Scene,Sample,missing_percentage,max_depth
42897512,42897512_472852.594.png,19.41605179398148,1.157
42897512,42897512_472732.343.png,22.245949074074073,2.301
42897512,42897512_472694.059.png,34.909360532407405,2.994
42897512,42897512_472849.695.png,32.28754340277778,1.205
42897512,42897512_472701.556.png,39.60706018518518,1.568
42897512,42897512_472782.123.png,22.067455150462965,2.009
42897512,42897512_472634.983.png,38.93804253472222,1.332
42897512,42897512_472647.978.png,27.61527054398148,1.907
42897512,42897512_472728.045.png,24.871744791666668,2.31
42897512,42897512_472779.424.png,13.960467303240739,2.144
42897512,42897512_472845.397.png,19.69068287037037,1.729
42897512,42897512_472766.729.png,33.606662326388886,1.518
42897512,42897512_472762.531.png,7.8572410300925934,1.713
42897512,42897512_472753.934.png,20.79032841435185,1.445
42897512,42897512_472867.188.png,14.207067418981481,2.633
42897512,42897512_472810.011.png,27.010850694444443,2.191
42897512,42897512_472717.250.png,28.152633101851855,2.572
42897512,42897512_472829.703.png,32.499312789351855,2.709
42897512,42897512_472771.027.png,36.33959056712963,1.391
42897512,42897512_472764.630.png,33.87210648148148,1.536
42897512,42897512_472816.209.png,31.751374421296298,2.051
42897512,42897512_472784.222.png,13.684280960648149,1.72
42897512,42897512_472596.799.png,1.828667534722222,2.552
42897512,42897512_472743.139.png,17.24663628472222,1.448
42897512,42897512_472788.420.png,37.624710648148145,2.146
42897512,42897512_472747.537.png,18.586841724537038,1.308
42897512,42897512_472736.542.png,20.668113425925927,2.17
42897512,42897512_472749.636.png,37.06246383101852,1.17
42897512,42897512_472823.806.png,33.62644675925926,2.089
42897512,42897512_472659.873.png,29.90035445601852,1.597
42897512,42897512_472738.641.png,28.470160590277775,2.089
42897512,42897512_472755.934.png,31.193287037037038,1.307
42897512,42897512_472856.792.png,11.458912037037038,1.727
42897512,42897512_472671.768.png,27.715892650462965,1.615
42897512,42897512_472721.248.png,38.35763888888889,1.396
42897512,42897512_472623.588.png,39.62413194444444,1.898
42897512,42897512_472873.585.png,15.8212890625,1.401
42897512,42897512_472786.321.png,7.610785590277777,1.784
42897512,42897512_472677.966.png,14.127350983796298,1.947
42897512,42897512_472758.233.png,37.41883680555556,1.405
42897512,42897512_472740.940.png,27.33987991898148,1.668
42897512,42897512_472601.097.png,32.591977719907405,2.576
42897512,42897512_472730.244.png,24.74345341435185,2.327
42897512,42897512_472891.378.png,24.33890335648148,2.287
42897512,42897512_472645.679.png,20.75705295138889,2.016
42444579,42444579_32062.868.png,9.345305266203702,1.617
42444579,42444579_32091.556.png,2.1579499421296293,6.16
42444579,42444579_31965.107.png,8.94773582175926,3.163
42444579,42444579_32076.262.png,8.950737847222221,5.498
42444579,42444579_32008.790.png,10.453016493055555,4.119
42444579,42444579_31960.809.png,7.084092881944444,3.139
42444579,42444579_32059.769.png,11.777741608796296,2.682
42444579,42444579_31998.694.png,16.591941550925927,2.627
42444579,42444579_31956.411.png,11.96849681712963,2.962
42444579,42444579_31996.694.png,14.449074074074076,2.976
42444579,42444579_32053.371.png,24.117296006944443,2.616
42444579,42444579_32065.566.png,27.03493923611111,2.292
42444579,42444579_32078.461.png,15.402235243055557,2.163
42444579,42444579_31958.710.png,6.581271701388888,3.223
42444579,42444579_31990.697.png,30.479853877314817,1.744
42444579,42444579_32055.371.png,12.56322337962963,2.494
42444579,42444579_31963.008.png,4.246961805555555,2.271
42444579,42444579_32038.877.png,32.394241898148145,2.384
44358250,44358250_6049.737.png,6.969545717592593,1.793
44358250,44358250_6033.444.png,4.01001880787037,2.099
44358250,44358250_6054.135.png,6.931061921296296,3.79
44358250,44358250_6036.942.png,6.632197627314815,2.696
44358250,44358250_6017.950.png,6.6684751157407405,2.476
44358250,44358250_6051.836.png,9.670717592592592,1.297
44358250,44358250_6020.049.png,0.1661964699074074,2.994
44358250,44358250_6047.638.png,10.339554398148149,1.928
44358250,44358250_6039.041.png,5.9467592592592595,2.303
44358250,44358250_6015.551.png,18.177915219907405,3.624
44358250,44358250_6045.439.png,8.727647569444445,2.892
44358250,44358250_6028.645.png,5.760525173611112,2.519
42898555,42898555_181943.670.png,14.178602430555557,3.054
42898555,42898555_181935.073.png,10.75169994212963,3.237
42898555,42898555_181920.679.png,7.271556712962964,3.691
42898555,42898555_181929.275.png,15.545319733796296,1.647
42898555,42898555_181939.271.png,0.5327329282407408,2.652
42898555,42898555_181941.271.png,25.544053819444446,2.842
42898555,42898555_181914.181.png,0.6724898726851852,3.581
42898555,42898555_181912.082.png,39.7734375,1.773
42898555,42898555_181927.076.png,18.11693431712963,4.395
42898555,42898555_181937.172.png,13.552770543981483,3.139
47669948,47669948_15392.208.png,15.17918113425926,2.156
47669948,47669948_15401.604.png,6.9155454282407405,3.413
47669948,47669948_15414.299.png,36.21506076388889,9.823
47669948,47669948_15374.915.png,12.163122106481481,3.971
47669948,47669948_15383.511.png,6.190321180555555,4.392
47669948,47669948_15365.618.png,19.01023582175926,1.99
47669948,47669948_15409.601.png,4.231119791666667,1.635
47669948,47669948_15418.897.png,14.034288194444445,4.166
47669948,47669948_15352.923.png,23.22044994212963,5.431
47669948,47669948_15385.810.png,11.181242766203704,2.69
47669948,47669948_15412.100.png,12.782515914351853,3.82
47669948,47669948_15336.730.png,4.491500289351852,3.346
47669948,47669948_15329.533.png,5.129846643518519,3.605
47669948,47669948_15389.909.png,21.525969328703702,1.933
47669948,47669948_15367.717.png,6.541739004629629,2.037
47669948,47669948_15319.736.png,15.01222511574074,4.232
47669948,47669948_15348.625.png,21.90697337962963,9.153
47669948,47669948_15394.607.png,9.93919994212963,3.883
47669948,47669948_15321.736.png,5.909324363425926,2.789
47669948,47669948_15357.122.png,10.328522858796296,2.839
47669948,47669948_15387.909.png,16.23752170138889,2.205
47669948,47669948_15405.303.png,6.91796875,2.855
47669948,47669948_15399.505.png,3.5256799768518516,3.133
47669948,47669948_15355.022.png,4.471752025462963,2.876
47669948,47669948_15361.420.png,15.036928530092592,2.156
47669948,47669948_15334.631.png,4.4873046875,4.285
47669948,47669948_15363.519.png,23.88284866898148,1.917
47669948,47669948_15407.502.png,2.569625289351852,1.93
47669948,47669948_15370.017.png,9.211805555555555,2.014
47669948,47669948_15396.706.png,3.4837962962962967,3.6
47669948,47669948_15323.835.png,1.8647641782407405,3.041
47669948,47669948_15377.014.png,6.540400752314815,4.381
45261382,45261382_26797.913.png,21.066984953703706,12.333
45261382,45261382_26794.815.png,14.12131076388889,3.235
45261382,45261382_26775.322.png,16.30486834490741,3.178
48018776,48018776_15371.299.png,15.016167534722221,0.941
48018776,48018776_15396.089.png,19.63357204861111,1.548
48018776,48018776_15380.595.png,7.513310185185185,2.254
48018776,48018776_15368.300.png,16.72674334490741,0.906
48018776,48018776_15378.496.png,7.268518518518519,2.405
48018776,48018776_15398.488.png,9.665979456018519,3.48
48018776,48018776_15401.886.png,12.013491030092592,1.986
48018776,48018776_15375.597.png,0.0010850694444444445,1.484
48018776,48018776_15403.985.png,0.2777777777777778,1.557
48018776,48018776_15412.382.png,0.37630208333333337,2.631
48018776,48018776_15373.398.png,7.762369791666666,1.278
42897631,42897631_139533.665.png,0.6864149305555556,2.045
42897631,42897631_139555.356.png,9.685980902777777,2.672
42897631,42897631_139535.864.png,4.332790798611111,2.985
42897631,42897631_139542.161.png,21.591724537037038,2.823
42897631,42897631_139561.254.png,21.413990162037035,1.989
42897631,42897631_139537.963.png,5.987015335648148,4.17
42897631,42897631_139540.062.png,18.030128761574073,4.056
42897631,42897631_139544.161.png,29.057074652777775,2.839
42897631,42897631_139516.472.png,0.5864800347222222,0.633
42897631,42897631_139529.566.png,0.31047453703703703,2.328
42897631,42897631_139550.858.png,0.2648654513888889,1.077
42897631,42897631_139513.773.png,0.5033275462962963,0.61
42897631,42897631_139548.759.png,4.887912326388888,6.623
42897631,42897631_139525.468.png,1.5392433449074074,2.856
42897631,42897631_139531.566.png,6.199833622685185,4.17
42897631,42897631_139546.560.png,21.68048321759259,2.511
42897631,42897631_139557.655.png,7.749891493055555,2.696
47115198,47115198_94353.240.png,3.303638599537037,3.268
47115198,47115198_94369.334.png,1.3688512731481481,4.516
47115198,47115198_94375.131.png,9.544921875,3.05
47115198,47115198_94385.727.png,2.8953269675925926,2.008
47115198,47115198_94383.228.png,12.040111400462964,4.294
47115198,47115198_94392.224.png,1.8580005787037037,2.411
47115198,47115198_94364.935.png,1.586480034722222,2.408
47115198,47115198_94362.836.png,25.171223958333332,3.317
47115198,47115198_94387.826.png,3.5218460648148144,3.341
47115198,47115198_94397.322.png,32.011863425925924,4.005
47115198,47115198_94378.930.png,4.801142939814815,3.193
47115198,47115198_94360.737.png,6.445963541666666,3.919
47115198,47115198_94389.925.png,0.024775752314814815,2.199
44358270,44358270_7119.745.png,5.073459201388889,3.315
44358270,44358270_7101.152.png,4.57689525462963,1.351
44358270,44358270_7121.844.png,14.203450520833332,2.052
44358270,44358270_7098.953.png,13.93677662037037,3.883
44358270,44358270_7114.047.png,36.43041087962963,1.974
47332401,47332401_405971.671.png,21.676359953703702,1.129
47332401,47332401_405986.865.png,10.26906105324074,3.088
47332401,47332401_406018.152.png,33.84577546296296,3.222
47332401,47332401_405973.770.png,18.243923611111114,2.115
47332401,47332401_406013.154.png,14.915617766203704,3.866
47332401,47332401_406070.031.png,12.509186921296298,3.347
47332401,47332401_405989.164.png,14.947808159722223,3.851
47332401,47332401_405969.372.png,20.425925925925924,1.143
47334808,47334808_430130.963.png,24.892722800925927,2.342
47334808,47334808_430134.262.png,2.585720486111111,1.401
42897877,42897877_342258.004.png,14.743272569444443,3.706
42897877,42897877_342272.898.png,4.730649594907407,2.464
42897877,42897877_342260.203.png,0.5587745949074074,2.754
42897877,42897877_342270.199.png,12.236689814814815,2.188
42897877,42897877_342245.110.png,2.072120949074074,2.657
42897877,42897877_342264.302.png,1.1689091435185186,2.058
42897877,42897877_342281.195.png,9.237738715277779,2.435
42897877,42897877_342247.209.png,20.80298755787037,1.324
42897877,42897877_342266.401.png,0.03508391203703704,1.139
42897877,42897877_342262.203.png,11.06589988425926,2.443
42897877,42897877_342253.806.png,34.446578414351855,1.542
42897877,42897877_342255.905.png,18.27079716435185,1.284
45261571,45261571_76477.706.png,17.395182291666668,5.368
45261571,45261571_76496.898.png,33.83069299768518,1.055
45261571,45261571_76439.122.png,35.19607204861111,4.306
45261571,45261571_76451.517.png,28.293981481481485,2.505
45261571,45261571_76494.699.png,11.550708912037038,1.773
45261571,45261571_76518.289.png,37.84425636574074,1.507
45261571,45261571_76488.901.png,21.416015625,1.05
45261571,45261571_76449.417.png,18.76949508101852,2.77
45261571,45261571_76506.294.png,4.342339409722222,2.372
45261571,45261571_76479.805.png,11.34327980324074,2.37
45261571,45261571_76486.302.png,9.41970486111111,2.5
45261571,45261571_76459.113.png,20.390625,2.494
45261571,45261571_76466.410.png,39.209635416666664,2.414
45261571,45261571_76512.091.png,21.89409722222222,1.49
45261571,45261571_76461.113.png,16.64301215277778,2.575
45261571,45261571_76457.014.png,39.030128761574076,1.942
45261571,45261571_76469.009.png,10.301576967592592,19.349
45261571,45261571_76498.997.png,18.44097222222222,1.19
45261571,45261571_76484.103.png,6.838686342592593,2.84
45261571,45261571_76441.221.png,24.532335069444443,2.348
45261571,45261571_76433.024.png,16.75607638888889,3.999
45261571,45261571_76481.904.png,9.194914641203704,3.336
45261571,45261571_76509.992.png,33.13454861111111,1.455
45261571,45261571_76447.218.png,24.46173321759259,3.257
45261571,45261571_76471.108.png,24.44820601851852,2.449
45261571,45261571_76514.191.png,27.671043113425924,4.417
47430857,47430857_74501.187.png,24.00629340277778,2.139
47430857,47430857_74494.689.png,3.555808738425926,2.782
47430857,47430857_74499.088.png,26.02998408564815,2.96
47430857,47430857_74504.785.png,38.25679976851852,2.154
47430857,47430857_74506.885.png,21.05667679398148,1.997
47430679,47430679_326487.681.png,4.438187210648148,2.325
47430679,47430679_326485.282.png,8.758644386574074,1.888
47430679,47430679_326512.571.png,26.704499421296298,1.884
47430679,47430679_326492.579.png,19.14919704861111,2.185
47430679,47430679_326502.875.png,26.20185908564815,1.76
47430679,47430679_326494.978.png,8.96535011574074,2.399
47430679,47430679_326504.974.png,0.0,1.455
47430679,47430679_326490.380.png,0.0,2.114
47430679,47430679_326507.173.png,10.260597511574074,3.02
47430679,47430679_326500.176.png,14.557798032407407,2.117
47430679,47430679_326509.472.png,29.569082754629626,2.36
42897409,42897409_103023.664.png,15.103515625,4.939
42897409,42897409_103033.560.png,32.89789496527778,5.474
42897409,42897409_103002.273.png,3.5217013888888893,0.765
42897409,42897409_102995.776.png,17.21068431712963,2.484
42897409,42897409_102997.975.png,6.623336226851852,1.88
42897409,42897409_103004.372.png,4.598922164351852,1.076
42897409,42897409_103000.074.png,4.6704282407407405,1.191
42897409,42897409_103019.066.png,8.480034722222223,2.98
42897409,42897409_102993.576.png,26.86519820601852,2.635
42897409,42897409_103006.471.png,18.90313946759259,1.634
42897409,42897409_103028.162.png,11.28294994212963,2.353
42444869,42444869_97939.360.png,6.4790219907407405,2.333
42444869,42444869_97905.974.png,22.26323784722222,2.961
47333996,47333996_50434.463.png,15.016456886574073,1.941
47333996,47333996_50422.668.png,19.11422164351852,1.228
47333996,47333996_50448.757.png,0.8143807870370371,1.749
47333996,47333996_50440.361.png,4.30103443287037,1.725
47333996,47333996_50445.958.png,2.2048249421296298,2.029
47333996,47333996_50419.869.png,32.04951533564815,1.584
47333996,47333996_50412.372.png,29.25365306712963,1.952
47333996,47333996_50438.262.png,7.589771412037037,1.015
47333996,47333996_50431.664.png,35.75144675925926,2.173
47333996,47333996_50428.765.png,22.670247395833336,1.108
47333996,47333996_50456.754.png,28.218388310185183,1.905
47333996,47333996_50425.567.png,34.283998842592595,2.237
47333996,47333996_50408.574.png,4.647280092592593,1.607
47333996,47333996_50464.851.png,33.59646267361111,1.294
47333996,47333996_50443.060.png,3.9185112847222223,2.332
47333996,47333996_50454.055.png,13.9169921875,1.12
47333996,47333996_50451.456.png,9.594401041666668,1.538
47333996,47333996_50415.771.png,33.069191261574076,1.553
45260889,45260889_8617.596.png,22.494249131944443,1.164
45260889,45260889_8595.105.png,13.748806423611112,1.921
45260889,45260889_8607.700.png,15.880316840277779,1.81
45260889,45260889_8624.193.png,0.3512369791666667,1.234
45260889,45260889_8626.292.png,1.0567853009259258,1.294
45260889,45260889_8590.707.png,0.8296802662037037,1.465
45260889,45260889_8615.497.png,23.95337818287037,1.729
45260889,45260889_8584.310.png,27.005497685185187,1.938
45260889,45260889_8588.608.png,6.026150173611111,1.964
45260889,45260889_8586.409.png,18.561414930555557,1.703
45260889,45260889_8620.894.png,32.64152922453704,1.256
45260889,45260889_8605.601.png,7.9311342592592595,1.863
45260889,45260889_8610.299.png,35.47388599537037,1.44
45260889,45260889_8597.204.png,3.9077329282407405,1.69
45260889,45260889_8592.906.png,0.0994285300925926,1.379
45260889,45260889_8628.491.png,5.081995081018518,2.213
45260889,45260889_8612.498.png,15.250868055555555,1.887
48458235,48458235_78473.309.png,13.779477719907407,2.111
48458235,48458235_78482.405.png,14.769169560185185,2.05
48458235,48458235_78490.502.png,8.65505642361111,2.968
48458235,48458235_78477.807.png,12.920030381944445,3.318
48458235,48458235_78486.203.png,6.189489293981482,2.851
48458235,48458235_78480.306.png,4.50904224537037,2.48
47333293,47333293_26480.225.png,4.357277199074074,1.125
47333293,47333293_26514.511.png,12.780562789351851,1.316
47333293,47333293_26512.312.png,6.069191261574074,1.046
47333293,47333293_26545.798.png,2.8765190972222223,1.422
47333293,47333293_26482.324.png,2.4648799189814814,1.371
47333293,47333293_26486.422.png,13.057183159722221,1.365
47333293,47333293_26493.419.png,11.21799045138889,1.898
47333293,47333293_26463.232.png,6.52416087962963,1.859
47333293,47333293_26469.829.png,3.5585575810185186,4.18
47333293,47333293_26502.915.png,7.8984375,1.499
47333293,47333293_26530.904.png,9.294343171296296,1.209
47333293,47333293_26535.302.png,7.867874710648149,2.383
47333293,47333293_26488.521.png,2.536639178240741,1.851
47333293,47333293_26528.805.png,4.126410590277778,5.641
47333293,47333293_26539.500.png,10.325014467592593,1.186
47333293,47333293_26555.494.png,0.0,0.468
47333293,47333293_26495.518.png,5.819263599537037,2.327
47333293,47333293_26523.007.png,16.026005497685187,1.347
47333293,47333293_26461.133.png,2.0753761574074074,2.375
47333293,47333293_26500.816.png,7.26953125,1.398
47333293,47333293_26504.915.png,22.94896556712963,2.953
47333293,47333293_26518.809.png,6.270109953703703,1.523
